#Event S_ID P B E Ly Ld Mo S C St Px Bd
2 237 1 1 0 2 0 19 1 1 1 3 1
2 238 0 1 0 3 0 19 1 1 1 3 1
2 239 0 1 0 4 0 19 1 1 1 3 1
2 240 0 1 0 5 0 19 1 1 1 3 1
2 241 1 1 0 0 1 20 1 1 50 3 1
2 242 1 1 0 1 1 20 1 1 50 3 1
2 243 1 1 0 2 1 20 1 1 50 3 1
2 244 0 1 0 3 1 20 1 1 50 3 1
2 245 0 1 0 4 1 20 1 1 50 3 1
2 246 0 1 0 5 1 20 1 1 50 3 1
2 247 1 1 0 0 0 20 1 1 100 3 1
2 248 1 1 0 1 0 20 1 1 100 3 1
2 249 1 1 0 2 0 20 1 1 100 3 1
2 250 0 1 0 3 0 20 1 1 100 3 1
2 251 0 1 0 4 0 20 1 1 100 3 1
2 252 0 1 0 5 0 20 1 1 100 3 1
2 253 1 1 0 0 1 20 1 1 1 3 1
2 254 1 1 0 1 1 20 1 1 1 3 1
2 255 1 1 0 2 1 20 1 1 1 3 1
2 256 0 1 0 3 1 20 1 1 1 3 1
2 257 0 1 0 4 1 20 1 1 1 3 1
2 258 0 1 0 5 1 20 1 1 1 3 1
2 259 1 1 0 0 0 21 1 1 50 3 1
2 260 1 1 0 1 0 21 1 1 50 3 1
2 261 1 1 0 2 0 21 1 1 50 3 1
2 262 0 1 0 3 0 21 1 1 50 3 1
2 263 0 1 0 4 0 21 1 1 50 3 1
2 264 0 1 0 5 0 21 1 1 50 3 1
2 265 1 1 0 0 1 21 1 1 100 3 1
2 266 1 1 0 1 1 21 1 1 100 3 1
2 267 1 1 0 2 1 21 1 1 100 3 1
2 268 0 1 0 3 1 21 1 1 100 3 1
2 269 0 1 0 4 1 21 1 1 100 3 1
2 270 0 1 0 5 1 21 1 1 100 3 1
2 271 1 1 0 0 0 21 1 1 1 3 1
2 272 1 1 0 1 0 21 1 1 1 3 1
2 273 1 1 0 2 0 21 1 1 1 3 1
2 274 0 1 0 3 0 21 1 1 1 3 1
2 275 0 1 0 4 0 21 1 1 1 3 1
2 276 0 1 0 5 0 21 1 1 1 3 1
2 277 1 1 0 0 1 22 1 1 50 3 1
2 278 1 1 0 1 1 22 1 1 50 3 1
2 279 1 1 0 2 1 22 1 1 50 3 1
2 280 0 1 0 3 1 22 1 1 50 3 1
2 281 0 1 0 4 1 22 1 1 50 3 1
2 282 0 1 0 5 1 22 1 1 50 3 1
2 283 1 1 0 0 0 22 1 1 100 3 1
2 284 1 1 0 1 0 22 1 1 100 3 1
2 285 1 1 0 2 0 22 1 1 100 3 1
2 286 0 1 0 3 0 22 1 1 100 3 1
2 287 0 1 0 4 0 22 1 1 100 3 1
2 288 0 1 0 5 0 22 1 1 100 3 1
2 289 1 1 0 0 1 23 1 1 1 3 1
2 290 1 1 0 1 1 23 1 1 1 3 1
2 291 1 1 0 2 1 23 1 1 1 3 1
2 292 0 1 0 3 1 23 1 1 1 3 1
2 293 0 1 0 4 1 23 1 1 1 3 1
2 294 0 1 0 5 1 23 1 1 1 3 1
2 295 1 1 0 0 0 23 1 1 50 3 1
2 296 1 1 0 1 0 23 1 1 50 3 1
2 297 1 1 0 2 0 23 1 1 50 3 1
2 298 0 1 0 3 0 23 1 1 50 3 1
2 299 0 1 0 4 0 23 1 1 50 3 1
2 300 0 1 0 5 0 23 1 1 50 3 1
3 1 1 1 0 0 1 0 0 1 1 3 1
3 2 1 1 0 1 1 0 0 1 1 3 1
3 3 1 1 0 2 1 0 0 1 1 3 1
3 4 0 1 0 3 1 0 0 1 1 3 1
3 5 0 1 0 4 1 0 0 1 1 3 1
3 6 0 1 0 5 1 0 0 1 1 3 1
3 7 1 1 0 0 0 0 0 1 50 3 1
3 8 1 1 0 1 0 0 0 1 50 3 1
3 9 1 1 0 2 0 0 0 1 50 3 1
3 10 0 1 0 3 0 0 0 1 50 3 1
3 11 0 1 0 4 0 0 0 1 50 3 1
3 12 0 1 0 5 0 0 0 1 50 3 1
3 13 1 1 0 0 1 1 0 1 100 3 1
3 14 1 1 0 1 1 1 0 1 100 3 1
3 15 1 1 0 2 1 1 0 1 100 3 1
3 16 0 1 0 3 1 1 0 1 100 3 1
3 17 0 1 0 4 1 1 0 1 100 3 1
3 18 0 1 0 5 1 1 0 1 100 3 1
3 19 1 1 0 0 0 1 0 1 1 3 1
3 20 1 1 0 1 0 1 0 1 1 3 1
3 21 1 1 0 2 0 1 0 1 1 3 1
3 22 0 1 0 3 0 1 0 1 1 3 1
3 23 0 1 0 4 0 1 0 1 1 3 1
3 24 0 1 0 5 0 1 0 1 1 3 1
3 25 1 1 0 0 1 2 0 1 50 3 1
3 26 1 1 0 1 1 2 0 1 50 3 1
3 27 1 1 0 2 1 2 0 1 50 3 1
3 28 0 1 0 3 1 2 0 1 50 3 1
3 29 0 1 0 4 1 2 0 1 50 3 1
3 30 0 1 0 5 1 2 0 1 50 3 1
3 31 1 1 0 0 0 2 0 1 100 3 1
3 32 1 1 0 1 0 2 0 1 100 3 1
3 33 1 1 0 2 0 2 0 1 100 3 1
3 34 0 1 0 3 0 2 0 1 100 3 1
3 35 0 1 0 4 0 2 0 1 100 3 1
3 36 0 1 0 5 0 2 0 1 100 3 1
3 37 1 1 0 0 1 3 0 1 1 3 1
3 38 1 1 0 1 1 3 0 1 1 3 1
3 39 1 1 0 2 1 3 0 1 1 3 1
3 40 0 1 0 3 1 3 0 1 1 3 1
3 41 0 1 0 4 1 3 0 1 1 3 1
3 42 0 1 0 5 1 3 0 1 1 3 1
3 43 1 1 0 0 0 3 0 1 50 3 1
3 44 1 1 0 1 0 3 0 1 50 3 1
3 45 1 1 0 2 0 3 0 1 50 3 1
3 46 0 1 0 3 0 3 0 1 50 3 1
3 47 0 1 0 4 0 3 0 1 50 3 1
3 48 0 1 0 5 0 3 0 1 50 3 1
3 49 1 1 0 0 1 4 0 1 100 3 1
3 50 1 1 0 1 1 4 0 1 100 3 1
3 51 1 1 0 2 1 4 0 1 100 3 1
3 52 0 1 0 3 1 4 0 1 100 3 1
3 53 0 1 0 4 1 4 0 1 100 3 1
3 54 0 1 0 5 1 4 0 1 100 3 1
3 55 1 1 0 0 0 4 0 1 1 3 1
3 56 1 1 0 1 0 4 0 1 1 3 1
3 57 1 1 0 2 0 4 0 1 1 3 1
3 58 0 1 0 3 0 4 0 1 1 3 1
3 59 0 1 0 4 0 4 0 1 1 3 1
3 60 0 1 0 5 0 4 0 1 1 3 1
3 61 1 1 0 0 1 5 0 1 50 3 1
3 62 1 1 0 1 1 5 0 1 50 3 1
3 63 1 1 0 2 1 5 0 1 50 3 1
3 64 0 1 0 3 1 5 0 1 50 3 1
3 65 0 1 0 4 1 5 0 1 50 3 1
3 66 0 1 0 5 1 5 0 1 50 3 1
3 67 1 1 0 0 0 5 0 1 100 3 1
3 68 1 1 0 1 0 5 0 1 100 3 1
3 69 1 1 0 2 0 5 0 1 100 3 1
3 70 0 1 0 3 0 5 0 1 100 3 1
3 71 0 1 0 4 0 5 0 1 100 3 1
3 72 0 1 0 5 0 5 0 1 100 3 1
3 73 1 1 0 0 1 6 0 1 1 3 1
3 74 1 1 0 1 1 6 0 1 1 3 1
3 75 1 1 0 2 1 6 0 1 1 3 1
3 76 0 1 0 3 1 6 0 1 1 3 1
3 77 0 1 0 4 1 6 0 1 1 3 1
3 78 0 1 0 5 1 6 0 1 1 3 1
3 79 1 1 0 0 0 6 0 1 50 3 1
3 80 1 1 0 1 0 6 0 1 50 3 1
3 81 1 1 0 2 0 6 0 1 50 3 1
3 82 0 1 0 3 0 6 0 1 50 3 1
3 83 0 1 0 4 0 6 0 1 50 3 1
3 84 0 1 0 5 0 6 0 1 50 3 1
3 85 1 1 0 0 1 7 0 1 100 3 1
3 86 1 1 0 1 1 7 0 1 100 3 1
3 87 1 1 0 2 1 7 0 1 100 3 1
3 88 0 1 0 3 1 7 0 1 100 3 1
3 89 0 1 0 4 1 7 0 1 100 3 1
3 90 0 1 0 5 1 7 0 1 100 3 1
3 91 1 1 0 0 0 7 0 1 1 3 1
3 92 1 1 0 1 0 7 0 1 1 3 1
3 93 1 1 0 2 0 7 0 1 1 3 1
3 94 0 1 0 3 0 7 0 1 1 3 1
3 95 0 1 0 4 0 7 0 1 1 3 1
3 96 0 1 0 5 0 7 0 1 1 3 1
3 97 1 1 0 0 1 8 0 1 50 3 1
3 98 1 1 0 1 1 8 0 1 50 3 1
3 99 1 1 0 2 1 8 0 1 50 3 1
3 100 0 1 0 3 1 8 0 1 50 3 1
3 101 0 1 0 4 1 8 0 1 50 3 1
3 102 0 1 0 5 1 8 0 1 50 3 1
3 103 1 1 0 0 0 8 0 1 100 3 1
3 104 1 1 0 1 0 8 0 1 100 3 1
3 105 1 1 0 2 0 8 0 1 100 3 1
3 106 0 1 0 3 0 8 0 1 100 3 1
3 107 0 1 0 4 0 8 0 1 100 3 1
3 108 0 1 0 5 0 8 0 1 100 3 1
3 109 1 1 0 0 1 9 0 1 1 3 1
3 110 1 1 0 1 1 9 0 1 1 3 1
3 111 1 1 0 2 1 9 0 1 1 3 1
3 112 0 1 0 3 1 9 0 1 1 3 1
3 113 0 1 0 4 1 9 0 1 1 3 1
3 114 0 1 0 5 1 9 0 1 1 3 1
3 115 1 1 0 0 0 9 0 1 50 3 1
3 116 1 1 0 1 0 9 0 1 50 3 1
3 117 1 1 0 2 0 9 0 1 50 3 1
3 118 0 1 0 3 0 9 0 1 50 3 1
3 119 0 1 0 4 0 9 0 1 50 3 1
3 120 0 1 0 5 0 9 0 1 50 3 1
3 121 1 1 0 0 1 10 0 1 100 3 1
3 122 1 1 0 1 1 10 0 1 100 3 1
3 123 1 1 0 2 1 10 0 1 100 3 1
3 124 0 1 0 3 1 10 0 1 100 3 1
3 125 0 1 0 4 1 10 0 1 100 3 1
3 126 0 1 0 5 1 10 0 1 100 3 1
3 127 1 1 0 0 0 10 0 1 1 3 1
3 128 1 1 0 1 0 10 0 1 1 3 1
3 129 1 1 0 2 0 10 0 1 1 3 1
3 130 0 1 0 3 0 10 0 1 1 3 1
3 131 0 1 0 4 0 10 0 1 1 3 1
3 132 0 1 0 5 0 10 0 1 1 3 1
3 133 1 1 0 0 1 11 0 1 50 3 1
3 134 1 1 0 1 1 11 0 1 50 3 1
3 135 1 1 0 2 1 11 0 1 50 3 1
3 136 0 1 0 3 1 11 0 1 50 3 1
3 137 0 1 0 4 1 11 0 1 50 3 1
3 138 0 1 0 5 1 11 0 1 50 3 1
3 139 1 1 0 0 0 11 0 1 100 3 1
3 140 1 1 0 1 0 11 0 1 100 3 1
3 141 1 1 0 2 0 11 0 1 100 3 1
3 142 0 1 0 3 0 11 0 1 100 3 1
3 143 0 1 0 4 0 11 0 1 100 3 1
3 144 0 1 0 5 0 11 0 1 100 3 1
3 145 1 1 0 0 1 12 0 1 1 3 1
3 146 1 1 0 1 1 12 0 1 1 3 1
3 147 1 1 0 2 1 12 0 1 1 3 1
3 148 0 1 0 3 1 12 0 1 1 3 1
3 149 0 1 0 4 1 12 0 1 1 3 1
3 150 0 1 0 5 1 12 0 1 1 3 1
3 151 1 1 0 0 0 12 0 1 50 3 1
3 152 1 1 0 1 0 12 0 1 50 3 1
3 153 1 1 0 2 0 12 0 1 50 3 1
3 154 0 1 0 3 0 12 0 1 50 3 1
3 155 0 1 0 4 0 12 0 1 50 3 1
3 156 0 1 0 5 0 12 0 1 50 3 1
3 157 1 1 0 0 1 13 0 1 100 3 1
3 158 1 1 0 1 1 13 0 1 100 3 1
3 159 1 1 0 2 1 13 0 1 100 3 1
3 160 0 1 0 3 1 13 0 1 100 3 1
3 161 0 1 0 4 1 13 0 1 100 3 1
3 162 0 1 0 5 1 13 0 1 100 3 1
3 163 1 1 0 0 0 13 0 1 1 3 1
3 164 1 1 0 1 0 13 0 1 1 3 1
3 165 1 1 0 2 0 13 0 1 1 3 1
3 166 0 1 0 3 0 13 0 1 1 3 1
3 167 0 1 0 4 0 13 0 1 1 3 1
3 168 0 1 0 5 0 13 0 1 1 3 1
3 169 1 1 0 0 1 14 0 1 50 3 1
3 170 1 1 0 1 1 14 0 1 50 3 1
3 171 1 1 0 2 1 14 0 1 50 3 1
3 172 0 1 0 3 1 14 0 1 50 3 1
3 173 0 1 0 4 1 14 0 1 50 3 1
3 174 0 1 0 5 1 14 0 1 50 3 1
3 175 1 1 0 0 0 14 0 1 100 3 1
3 176 1 1 0 1 0 14 0 1 100 3 1
3 177 1 1 0 2 0 14 0 1 100 3 1
3 178 0 1 0 3 0 14 0 1 100 3 1
3 179 0 1 0 4 0 14 0 1 100 3 1
3 180 0 1 0 5 0 15 1 1 100 3 1
3 181 1 1 0 0 1 15 1 1 1 3 1
3 182 1 1 0 1 1 15 1 1 1 3 1
3 183 1 1 0 2 1 15 1 1 1 3 1
3 184 0 1 0 3 1 15 1 1 1 3 1
3 185 0 1 0 4 1 15 1 1 1 3 1
3 186 0 1 0 5 1 15 1 1 1 3 1
3 187 1 1 0 0 0 15 1 1 50 3 1
3 188 1 1 0 1 0 15 1 1 50 3 1
3 189 1 1 0 2 0 15 1 1 50 3 1
3 190 0 1 0 3 0 15 1 1 50 3 1
3 191 0 1 0 4 0 15 1 1 50 3 1
3 192 0 1 0 5 0 15 1 1 50 3 1
3 193 1 1 0 0 1 16 1 1 100 3 1
3 194 1 1 0 1 1 16 1 1 100 3 1
3 195 1 1 0 2 1 16 1 1 100 3 1
3 196 0 1 0 3 1 16 1 1 100 3 1
3 197 0 1 0 4 1 16 1 1 100 3 1
3 198 0 1 0 5 1 16 1 1 100 3 1
3 199 1 1 0 0 0 16 1 1 1 3 1
3 200 1 1 0 1 0 16 1 1 1 3 1
3 201 1 1 0 2 0 16 1 1 1 3 1
3 202 0 1 0 3 0 16 1 1 1 3 1
3 203 0 1 0 4 0 16 1 1 1 3 1
3 204 0 1 0 5 0 16 1 1 1 3 1
3 205 1 1 0 0 1 17 1 1 50 3 1
3 206 1 1 0 1 1 17 1 1 50 3 1
3 207 1 1 0 2 1 17 1 1 50 3 1
3 208 0 1 0 3 1 17 1 1 50 3 1
3 209 0 1 0 4 1 17 1 1 50 3 1
3 210 0 1 0 5 1 17 1 1 50 3 1
3 211 1 1 0 0 0 17 1 1 100 3 1
3 212 1 1 0 1 0 17 1 1 100 3 1
3 213 1 1 0 2 0 17 1 1 100 3 1
3 214 0 1 0 3 0 17 1 1 100 3 1
3 215 0 1 0 4 0 17 1 1 100 3 1
3 216 0 1 0 5 0 17 1 1 100 3 1
3 217 1 1 0 0 1 18 1 1 1 3 1
3 218 1 1 0 1 1 18 1 1 1 3 1
3 219 1 1 0 2 1 18 1 1 1 3 1
3 220 0 1 0 3 1 18 1 1 1 3 1
3 221 0 1 0 4 1 18 1 1 1 3 1
3 222 0 1 0 5 1 18 1 1 1 3 1
3 223 1 1 0 0 0 18 1 1 50 3 1
3 224 1 1 0 1 0 18 1 1 50 3 1
3 225 1 1 0 2 0 18 1 1 50 3 1
3 226 0 1 0 3 0 18 1 1 50 3 1
3 227 0 1 0 4 0 18 1 1 50 3 1
3 228 0 1 0 5 0 18 1 1 50 3 1
3 229 1 1 0 0 1 19 1 1 100 3 1
3 230 1 1 0 1 1 19 1 1 100 3 1
3 231 1 1 0 2 1 19 1 1 100 3 1
3 232 0 1 0 3 1 19 1 1 100 3 1
3 233 0 1 0 4 1 19 1 1 100 3 1
3 234 0 1 0 5 1 19 1 1 100 3 1
3 235 1 1 0 0 0 19 1 1 1 3 1
3 236 1 1 0 1 0 19 1 1 1 3 1
3 237 1 1 0 2 0 19 1 1 1 3 1
3 238 0 1 0 3 0 19 1 1 1 3 1
3 239 0 1 0 4 0 19 1 1 1 3 1
3 240 0 1 0 5 0 19 1 1 1 3 1
3 241 1 1 0 0 1 20 1 1 50 3 1
3 242 1 1 0 1 1 20 1 1 50 3 1
3 243 1 1 0 2 1 20 1 1 50 3 1
3 244 0 1 0 3 1 20 1 1 50 3 1
3 245 0 1 0 4 1 20 1 1 50 3 1
3 246 0 1 0 5 1 20 1 1 50 3 1
3 247 1 1 0 0 0 20 1 1 100 3 1
3 248 1 1 0 1 0 20 1 1 100 3 1
3 249 1 1 0 2 0 20 1 1 100 3 1
3 250 0 1 0 3 0 20 1 1 100 3 1
3 251 0 1 0 4 0 20 1 1 100 3 1
3 252 0 1 0 5 0 20 1 1 100 3 1
3 253 1 1 0 0 1 20 1 1 1 3 1
3 254 1 1 0 1 1 20 1 1 1 3 1
3 255 1 1 0 2 1 20 1 1 1 3 1
3 256 0 1 0 3 1 20 1 1 1 3 1
3 257 0 1 0 4 1 20 1 1 1 3 1
3 258 0 1 0 5 1 20 1 1 1 3 1
3 259 1 1 0 0 0 21 1 1 50 3 1
3 260 1 1 0 1 0 21 1 1 50 3 1
3 261 1 1 0 2 0 21 1 1 50 3 1
3 262 0 1 0 3 0 21 1 1 50 3 1
3 263 0 1 0 4 0 21 1 1 50 3 1
3 264 0 1 0 5 0 21 1 1 50 3 1
3 265 1 1 0 0 1 21 1 1 100 3 1
3 266 1 1 0 1 1 21 1 1 100 3 1
3 267 1 1 0 2 1 21 1 1 100 3 1
3 268 0 1 0 3 1 21 1 1 100 3 1
3 269 0 1 0 4 1 21 1 1 100 3 1
3 270 0 1 0 5 1 21 1 1 100 3 1
3 271 1 1 0 0 0 21 1 1 1 3 1
3 272 1 1 0 1 0 21 1 1 1 3 1
3 273 1 1 0 2 0 21 1 1 1 3 1
3 274 0 1 0 3 0 21 1 1 1 3 1
3 275 0 1 0 4 0 21 1 1 1 3 1
3 276 0 1 0 5 0 21 1 1 1 3 1
3 277 1 1 0 0 1 22 1 1 50 3 1
3 278 1 1 0 1 1 22 1 1 50 3 1
3 279 1 1 0 2 1 22 1 1 50 3 1
3 280 0 1 0 3 1 22 1 1 50 3 1
3 281 0 1 0 4 1 22 1 1 50 3 1
3 282 0 1 0 5 1 22 1 1 50 3 1
3 283 1 1 0 0 0 22 1 1 100 3 1
3 284 1 1 0 1 0 22 1 1 100 3 1
3 285 1 1 0 2 0 22 1 1 100 3 1
3 286 0 1 0 3 0 22 1 1 100 3 1
3 287 0 1 0 4 0 22 1 1 100 3 1
3 288 0 1 0 5 0 22 1 1 100 3 1
3 289 1 1 0 0 1 23 1 1 1 3 1
3 290 1 1 0 1 1 23 1 1 1 3 1
3 291 1 1 0 2 1 23 1 1 1 3 1
3 292 0 1 0 3 1 23 1 1 1 3 1
3 293 0 1 0 4 1 23 1 1 1 3 1
3 294 0 1 0 5 1 23 1 1 1 3 1
3 295 1 1 0 0 0 23 1 1 50 3 1
3 296 1 1 0 1 0 23 1 1 50 3 1
3 297 1 1 0 2 0 23 1 1 50 3 1
3 298 0 1 0 3 0 23 1 1 50 3 1
3 299 0 1 0 4 0 23 1 1 50 3 1
3 300 0 1 0 5 0 23 1 1 50 3 1
4 1 1 1 0 0 1 0 0 1 1 3 1
4 2 1 1 0 1 1 0 0 1 1 3 1
4 3 1 1 0 2 1 0 0 1 1 3 1
4 4 0 1 0 3 1 0 0 1 1 3 1
4 5 0 1 0 4 1 0 0 1 1 3 1
4 6 0 1 0 5 1 0 0 1 1 3 1
4 7 1 1 0 0 0 0 0 1 50 3 1
4 8 1 1 0 1 0 0 0 1 50 3 1
4 9 1 1 0 2 0 0 0 1 50 3 1
4 10 0 1 0 3 0 0 0 1 50 3 1
4 11 0 1 0 4 0 0 0 1 50 3 1
4 12 0 1 0 5 0 0 0 1 50 3 1
4 13 1 1 0 0 1 1 0 1 100 3 1
4 14 1 1 0 1 1 1 0 1 100 3 1
4 15 1 1 0 2 1 1 0 1 100 3 1
4 16 0 1 0 3 1 1 0 1 100 3 1
4 17 0 1 0 4 1 1 0 1 100 3 1
4 18 0 1 0 5 1 1 0 1 100 3 1
4 19 1 1 0 0 0 1 0 1 1 3 1
4 20 1 1 0 1 0 1 0 1 1 3 1
4 21 1 1 0 2 0 1 0 1 1 3 1
4 22 0 1 0 3 0 1 0 1 1 3 1
4 23 0 1 0 4 0 1 0 1 1 3 1
4 24 0 1 0 5 0 1 0 1 1 3 1
4 25 1 1 0 0 1 2 0 1 50 3 1
4 26 1 1 0 1 1 2 0 1 50 3 1
4 27 1 1 0 2 1 2 0 1 50 3 1
4 28 0 1 0 3 1 2 0 1 50 3 1
4 29 0 1 0 4 1 2 0 1 50 3 1
4 30 0 1 0 5 1 2 0 1 50 3 1
4 31 1 1 0 0 0 2 0 1 100 3 1
4 32 1 1 0 1 0 2 0 1 100 3 1
4 33 1 1 0 2 0 2 0 1 100 3 1
4 34 0 1 0 3 0 2 0 1 100 3 1
4 35 0 1 0 4 0 2 0 1 100 3 1
4 36 0 1 0 5 0 2 0 1 100 3 1
4 37 1 1 0 0 1 3 0 1 1 3 1
4 38 1 1 0 1 1 3 0 1 1 3 1
4 39 1 1 0 2 1 3 0 1 1 3 1
4 40 0 1 0 3 1 3 0 1 1 3 1
4 41 0 1 0 4 1 3 0 1 1 3 1
4 42 0 1 0 5 1 3 0 1 1 3 1
4 43 1 1 0 0 0 3 0 1 50 3 1
4 44 1 1 0 1 0 3 0 1 50 3 1
4 45 1 1 0 2 0 3 0 1 50 3 1
4 46 0 1 0 3 0 3 0 1 50 3 1
4 47 0 1 0 4 0 3 0 1 50 3 1
4 48 0 1 0 5 0 3 0 1 50 3 1
4 49 1 1 0 0 1 4 0 1 100 3 1
4 50 1 1 0 1 1 4 0 1 100 3 1
4 51 1 1 0 2 1 4 0 1 100 3 1
4 52 0 1 0 3 1 4 0 1 100 3 1
4 53 0 1 0 4 1 4 0 1 100 3 1
4 54 0 1 0 5 1 4 0 1 100 3 1
4 55 1 1 0 0 0 4 0 1 1 3 1
4 56 1 1 0 1 0 4 0 1 1 3 1
4 57 1 1 0 2 0 4 0 1 1 3 1
4 58 0 1 0 3 0 4 0 1 1 3 1
4 59 0 1 0 4 0 4 0 1 1 3 1
4 60 0 1 0 5 0 4 0 1 1 3 1
4 61 1 1 0 0 1 5 0 1 50 3 1
4 62 1 1 0 1 1 5 0 1 50 3 1
4 63 1 1 0 2 1 5 0 1 50 3 1
4 64 0 1 0 3 1 5 0 1 50 3 1
4 65 0 1 0 4 1 5 0 1 50 3 1
4 66 0 1 0 5 1 5 0 1 50 3 1
4 67 1 1 0 0 0 5 0 1 100 3 1
4 68 1 1 0 1 0 5 0 1 100 3 1
4 69 1 1 0 2 0 5 0 1 100 3 1
4 70 0 1 0 3 0 5 0 1 100 3 1
4 71 0 1 0 4 0 5 0 1 100 3 1
4 72 0 1 0 5 0 5 0 1 100 3 1
4 73 1 1 0 0 1 6 0 1 1 3 1
4 74 1 1 0 1 1 6 0 1 1 3 1
4 75 1 1 0 2 1 6 0 1 1 3 1
4 76 0 1 0 3 1 6 0 1 1 3 1
4 77 0 1 0 4 1 6 0 1 1 3 1
4 78 0 1 0 5 1 6 0 1 1 3 1
4 79 1 1 0 0 0 6 0 1 50 3 1
4 80 1 1 0 1 0 6 0 1 50 3 1
4 81 1 1 0 2 0 6 0 1 50 3 1
4 82 0 1 0 3 0 6 0 1 50 3 1
4 83 0 1 0 4 0 6 0 1 50 3 1
4 84 0 1 0 5 0 6 0 1 50 3 1
4 85 1 1 0 0 1 7 0 1 100 3 1
4 86 1 1 0 1 1 7 0 1 100 3 1
4 87 1 1 0 2 1 7 0 1 100 3 1
4 88 0 1 0 3 1 7 0 1 100 3 1
4 89 0 1 0 4 1 7 0 1 100 3 1
4 90 0 1 0 5 1 7 0 1 100 3 1
4 91 1 1 0 0 0 7 0 1 1 3 1
4 92 1 1 0 1 0 7 0 1 1 3 1
4 93 1 1 0 2 0 7 0 1 1 3 1
4 94 0 1 0 3 0 7 0 1 1 3 1
4 95 0 1 0 4 0 7 0 1 1 3 1
4 96 0 1 0 5 0 7 0 1 1 3 1
4 97 1 1 0 0 1 8 0 1 50 3 1
4 98 1 1 0 1 1 8 0 1 50 3 1
4 99 1 1 0 2 1 8 0 1 50 3 1
4 100 0 1 0 3 1 8 0 1 50 3 1
4 101 0 1 0 4 1 8 0 1 50 3 1
4 102 0 1 0 5 1 8 0 1 50 3 1
4 103 1 1 0 0 0 8 0 1 100 3 1
4 104 1 1 0 1 0 8 0 1 100 3 1
4 105 1 1 0 2 0 8 0 1 100 3 1
4 106 0 1 0 3 0 8 0 1 100 3 1
4 107 0 1 0 4 0 8 0 1 100 3 1
4 108 0 1 0 5 0 8 0 1 100 3 1
4 109 1 1 0 0 1 9 0 1 1 3 1
4 110 1 1 0 1 1 9 0 1 1 3 1
4 111 1 1 0 2 1 9 0 1 1 3 1
4 112 0 1 0 3 1 9 0 1 1 3 1
4 113 0 1 0 4 1 9 0 1 1 3 1
4 114 0 1 0 5 1 9 0 1 1 3 1
4 115 1 1 0 0 0 9 0 1 50 3 1
4 116 1 1 0 1 0 9 0 1 50 3 1
4 117 1 1 0 2 0 9 0 1 50 3 1
4 118 0 1 0 3 0 9 0 1 50 3 1
4 119 0 1 0 4 0 9 0 1 50 3 1
4 120 0 1 0 5 0 9 0 1 50 3 1
4 121 1 1 0 0 1 10 0 1 100 3 1
4 122 1 1 0 1 1 10 0 1 100 3 1
4 123 1 1 0 2 1 10 0 1 100 3 1
4 124 0 1 0 3 1 10 0 1 100 3 1
4 125 0 1 0 4 1 10 0 1 100 3 1
4 126 0 1 0 5 1 10 0 1 100 3 1
4 127 1 1 0 0 0 10 0 1 1 3 1
4 128 1 1 0 1 0 10 0 1 1 3 1
4 129 1 1 0 2 0 10 0 1 1 3 1
4 130 0 1 0 3 0 10 0 1 1 3 1
4 131 0 1 0 4 0 10 0 1 1 3 1
4 132 0 1 0 5 0 10 0 1 1 3 1
4 133 1 1 0 0 1 11 0 1 50 3 1
4 134 1 1 0 1 1 11 0 1 50 3 1
4 135 1 1 0 2 1 11 0 1 50 3 1
4 136 0 1 0 3 1 11 0 1 50 3 1
4 137 0 1 0 4 1 11 0 1 50 3 1
4 138 0 1 0 5 1 11 0 1 50 3 1
4 139 1 1 0 0 0 11 0 1 100 3 1
4 140 1 1 0 1 0 11 0 1 100 3 1
4 141 1 1 0 2 0 11 0 1 100 3 1
4 142 0 1 0 3 0 11 0 1 100 3 1
4 143 0 1 0 4 0 11 0 1 100 3 1
4 144 0 1 0 5 0 11 0 1 100 3 1
4 145 1 1 0 0 1 12 0 1 1 3 1
4 146 1 1 0 1 1 12 0 1 1 3 1
4 147 1 1 0 2 1 12 0 1 1 3 1
4 148 0 1 0 3 1 12 0 1 1 3 1
4 149 0 1 0 4 1 12 0 1 1 3 1
4 150 0 1 0 5 1 12 0 1 1 3 1
4 151 1 1 0 0 0 12 0 1 50 3 1
4 152 1 1 0 1 0 12 0 1 50 3 1
4 153 1 1 0 2 0 12 0 1 50 3 1
4 154 0 1 0 3 0 12 0 1 50 3 1
4 155 0 1 0 4 0 12 0 1 50 3 1
4 156 0 1 0 5 0 12 0 1 50 3 1
4 157 1 1 0 0 1 13 0 1 100 3 1
4 158 1 1 0 1 1 13 0 1 100 3 1
4 159 1 1 0 2 1 13 0 1 100 3 1
4 160 0 1 0 3 1 13 0 1 100 3 1
4 161 0 1 0 4 1 13 0 1 100 3 1
4 162 0 1 0 5 1 13 0 1 100 3 1
4 163 1 1 0 0 0 13 0 1 1 3 1
4 164 1 1 0 1 0 13 0 1 1 3 1
4 165 1 1 0 2 0 13 0 1 1 3 1
4 166 0 1 0 3 0 13 0 1 1 3 1
4 167 0 1 0 4 0 13 0 1 1 3 1
4 168 0 1 0 5 0 13 0 1 1 3 1
4 169 1 1 0 0 1 14 0 1 50 3 1
4 170 1 1 0 1 1 14 0 1 50 3 1
4 171 1 1 0 2 1 14 0 1 50 3 1
4 172 0 1 0 3 1 14 0 1 50 3 1
4 173 0 1 0 4 1 14 0 1 50 3 1
